post_id,post_date,post_type,reach,click,likes,comments,share,reaction
5190,2024-03-23,short,9634,385,289.0,182,28,456
5191,2024-03-12,article,5660,0,509.0,228,97,195
5192,2024-01-13,short,509349,15280,15280.0,44,85,74
5193,2024-01-20,article,520185,10404,41615.0,150,76,160
5194,2024-02-26,short,4767,238,429.0,16,36,451
5195,2024-02-25,short,3863,270,0.0,192,96,44
5196,2024-01-14,article,3285,296,131.0,163,53,241
5197,2024-01-30,short,892,54,9.0,123,86,254
5198,2024-03-31,short,699,14,49.0,110,44,127
5199,2024-02-18,article,4688,328,375.0,188,91,393
5200,2024-02-27,promo,428,39,21.0,115,49,31
5201,2024-01-31,promo,130714,1307,7843.0,218,42,248
5202,2024-03-05,article,409351,8187,16374.0,133,93,49
5203,2024-02-20,short,1593,96,143.0,299,73,176
5204,2024-01-06,short,575271,11505,17258.0,174,57,238
5205,2024-02-24,short,9400,188,94.0,76,72,238
5206,2024-03-01,article,1616,129,162.0,73,68,110
5207,2024-03-17,short,6082,243,0.0,247,62,127
5208,2024-03-06,article,490,49,29.0,58,7,102
5209,2024-01-09,promo,1532,46,77.0,292,88,489
5210,2024-02-04,promo,3076,92,154.0,127,51,482
5211,2024-03-29,short,2858,57,229.0,96,47,206
5212,2024-02-15,promo,4778,287,382.0,190,94,465
5213,2024-02-04,promo,162454,8123,1625.0,77,62,0
5214,2024-01-01,short,946,28,28.0,282,96,419
5215,2024-02-22,article,7877,79,79.0,196,1,215
5216,2024-03-23,article,262,3,8.0,135,91,209
5217,2024-01-17,article,999,100,40.0,119,87,171
5218,2024-01-14,short,8179,573,0.0,105,81,474
5219,2024-02-17,short,740,67,7.0,56,82,317
5220,2024-03-27,promo,958604,57516,0.0,300,59,153
5221,2024-02-24,article,7053,423,494.0,74,14,311
5222,2024-02-13,promo,4987,150,499.0,196,9,430
5223,2024-02-24,short,7239,507,724.0,34,77,442
5224,2024-02-12,short,914501,36580,36580.0,164,34,387
5225,2024-03-13,article,310012,18601,27901.0,291,64,404
5226,2024-01-20,promo,529,16,16.0,284,18,127
5227,2024-01-04,short,270803,5416,24372.0,52,41,332
5228,2024-02-05,short,3206,160,224.0,193,41,475
5229,2024-03-29,article,528779,52878,10576.0,201,78,66
5230,2024-01-19,promo,2731,246,164.0,125,99,55
5231,2024-02-24,article,4951,198,297.0,267,16,31
5232,2024-03-25,short,7662,383,230.0,32,49,126
5233,2024-02-20,short,7388,74,443.0,273,35,71
5234,2024-03-09,article,777599,54432,54432.0,191,19,288
5235,2024-02-14,article,7264,654,363.0,114,35,418
5236,2024-03-10,promo,979709,48985,48985.0,230,52,370
5237,2024-02-12,short,2446,49,171.0,129,32,455
5238,2024-02-25,article,4365,349,393.0,56,91,345
5239,2024-01-05,short,738,66,44.0,208,3,11
5240,2024-01-04,promo,6671,133,600.0,255,97,497
5241,2024-01-28,promo,858,77,0.0,219,82,115
5242,2024-01-10,article,870042,26101,0.0,110,34,349
5243,2024-03-01,promo,316,22,9.0,180,79,465
5244,2024-01-17,short,5403,378,270.0,188,22,473
5245,2024-01-30,short,143166,4295,14317.0,21,89,213
5246,2024-01-11,short,4969,398,447.0,166,96,311
5247,2024-02-12,short,3102,217,62.0,110,26,21
5248,2024-01-28,article,3739,37,374.0,168,90,172
5249,2024-03-03,short,7681,538,691.0,36,7,279
5250,2024-03-09,promo,1894,0,38.0,245,36,277
5251,2024-02-02,promo,5708,171,514.0,97,66,494
5252,2024-01-17,short,6895,138,207.0,216,62,386
5253,2024-02-28,promo,962,96,77.0,166,6,419
5254,2024-02-07,short,1909,57,95.0,209,6,108
5255,2024-01-01,article,8346,0,167.0,29,84,60
5256,2024-01-17,article,863,17,17.0,27,89,390
5257,2024-01-30,article,3288,99,66.0,155,27,343
5258,2024-01-29,article,544934,43595,38145.0,85,30,60
5259,2024-02-14,article,6767,338,406.0,148,82,500
5260,2024-03-15,promo,4472,268,0.0,134,53,30
5261,2024-01-08,short,5528,498,498.0,38,23,268
5262,2024-01-29,article,1256,25,13.0,125,86,378
5263,2024-01-18,promo,1271,38,127.0,95,94,15
5264,2024-01-27,article,306,28,3.0,259,71,289
5265,2024-03-24,article,101,10,8.0,243,32,42
5266,2024-03-12,short,7806,546,156.0,121,11,454
5267,2024-02-23,article,248,10,20.0,8,34,87
5268,2024-02-15,short,797,40,48.0,62,2,146
5269,2024-02-16,short,8275,828,496.0,47,54,472
5270,2024-02-08,article,408,16,12.0,69,1,359
5271,2024-03-25,promo,393251,35393,0.0,228,81,278
5272,2024-02-12,promo,6323,506,253.0,247,99,185
5273,2024-03-01,short,1795,144,18.0,128,1,225
5274,2024-02-20,promo,3743,37,112.0,175,28,76
5275,2024-02-19,promo,104076,2082,1041.0,12,28,416
5276,2024-03-02,promo,242,17,12.0,272,49,310
5277,2024-03-21,short,798321,47899,55882.0,244,39,78
5278,2024-03-27,article,9232,277,646.0,117,26,26
5279,2024-01-05,promo,5409,54,54.0,47,57,45
5280,2024-01-07,short,7060,71,353.0,243,93,333
5281,2024-03-18,short,2389,119,167.0,20,36,463
5282,2024-02-04,article,984,10,20.0,246,56,428
5283,2024-02-29,article,455,23,32.0,79,71,173
5284,2024-03-28,article,1650,66,33.0,189,52,126
5285,2024-01-30,short,4869,243,97.0,114,41,443
5286,2024-03-25,short,4697,282,376.0,52,96,11
5287,2024-03-17,promo,4572,183,137.0,167,6,162
5288,2024-01-15,short,1396,14,98.0,220,82,12
5289,2024-01-08,promo,432,35,35.0,160,58,270
5290,2024-02-04,short,5352,214,107.0,178,52,82
5291,2024-02-04,promo,460817,13825,32257.0,112,69,244
5292,2024-02-15,article,504,25,50.0,136,46,79
5293,2024-02-06,short,6032,483,362.0,40,27,227
5294,2024-02-11,short,420830,12625,21042.0,119,63,101
5295,2024-01-24,promo,149,3,15.0,294,21,484
5296,2024-01-06,promo,163091,1631,16309.0,92,87,463
5297,2024-02-25,article,2131,43,21.0,122,37,141
5298,2024-03-06,article,726,29,51.0,93,86,230
5299,2024-03-16,short,366,7,18.0,125,36,464
5300,2024-03-31,promo,742,22,45.0,149,38,92
5301,2024-02-10,short,8484,339,424.0,79,16,444
5302,2024-01-14,promo,852,0,9.0,95,19,78
5303,2024-03-27,article,7370,147,368.0,61,74,303
5304,2024-03-09,short,111,9,3.0,269,33,6
5305,2024-03-27,article,135,3,,206,5,282
5306,2024-02-06,promo,62,0,1.0,288,39,375
5307,2024-02-21,promo,152555,10679,15256.0,58,17,127
5308,2024-03-10,article,711,50,0.0,215,89,21
5309,2024-02-22,article,161,10,10.0,284,66,284
5310,2024-01-19,promo,8995,810,720.0,227,7,295
5311,2024-01-01,promo,3952,79,316.0,78,8,280
5312,2024-02-08,article,452,32,32.0,35,28,425
5313,2024-03-17,short,433,13,13.0,80,39,365
5314,2024-03-05,short,905202,72416,0.0,100,55,465
5315,2024-03-24,short,3203,224,160.0,154,75,391
5316,2024-02-25,short,923,74,74.0,117,81,366
5317,2024-02-23,promo,662215,19866,19866.0,44,56,56
5318,2024-01-05,short,7861,79,550.0,270,8,4
5319,2024-03-15,article,931660,65216,46583.0,56,45,124
5320,2024-01-19,promo,9395,940,846.0,229,23,396
5321,2024-02-05,promo,420,17,4.0,147,66,153
5322,2024-01-11,article,4426,266,398.0,99,39,52
5323,2024-02-16,article,870,17,0.0,154,27,330
5324,2024-03-07,article,1592,80,111.0,179,50,260
5325,2024-02-21,article,9662,773,580.0,120,45,250
5326,2024-02-06,article,901,36,27.0,230,32,408
5327,2024-02-06,promo,1716,0,34.0,203,96,216
5328,2024-03-03,article,641,26,26.0,211,69,88
5329,2024-02-13,promo,4980,349,299.0,144,18,171
5330,2024-02-25,article,8291,663,497.0,136,52,416
5331,2024-01-13,article,2866,143,115.0,202,87,368
5332,2024-03-01,article,651714,52137,65171.0,42,96,382
5333,2024-02-10,promo,929,74,0.0,93,82,281
5334,2024-02-15,promo,525656,26283,36796.0,286,4,73
5335,2024-01-11,promo,1069,53,86.0,74,8,25
5336,2024-02-09,promo,326,26,29.0,299,34,376
5337,2024-02-23,article,999,90,100.0,238,24,329
5338,2024-01-11,promo,3459,35,104.0,147,55,354
5339,2024-02-05,article,769,38,69.0,272,97,49
5340,2024-03-27,promo,3029,30,242.0,207,50,83
5341,2024-01-23,short,2989,209,209.0,111,44,38
5342,2024-02-22,short,89,3,4.0,209,19,207
5343,2024-03-20,promo,3805,0,38.0,197,31,296
5344,2024-01-26,short,261631,2616,20930.0,159,79,129
5345,2024-03-08,article,437,35,31.0,256,16,380
5346,2024-01-15,article,506303,50630,35441.0,144,85,2
5347,2024-01-06,promo,867032,43352,86703.0,221,49,223
5348,2024-01-05,promo,7063,636,0.0,48,94,428
5349,2024-03-09,article,3250,98,65.0,159,11,413
5350,2024-01-29,article,4644,46,418.0,223,85,282
5351,2024-03-16,promo,4149,415,290.0,51,23,77
5352,2024-01-16,promo,787,8,0.0,204,94,37
5353,2024-03-27,promo,3624,254,0.0,290,8,426
5354,2024-02-24,article,4344,391,43.0,142,79,123
5355,2024-03-28,promo,861,9,0.0,190,4,13
5356,2024-02-18,short,6081,426,547.0,147,26,289
5357,2024-03-12,article,4283,214,428.0,111,58,253
5358,2024-01-11,promo,2267,68,68.0,205,17,73
5359,2024-01-26,promo,120291,9623,12029.0,256,1,366
5360,2024-02-15,article,87,3,0.0,63,15,212
5361,2024-01-20,short,941,66,47.0,26,69,279
5362,2024-01-18,article,4235,85,85.0,291,34,333
5363,2024-02-25,short,344,31,7.0,62,82,407
5364,2024-01-28,article,196,0,2.0,3,75,411
5365,2024-01-07,promo,64899,1947,0.0,153,61,37
5366,2024-02-29,short,2537,152,101.0,144,2,130
5367,2024-02-13,article,2236,179,45.0,292,57,56
5368,2024-02-23,short,253415,20273,5068.0,0,22,342
5369,2024-02-28,article,684631,41078,47924.0,229,73,56
5370,2024-02-12,short,723083,28923,72308.0,34,10,341
5371,2024-01-14,short,417,13,42.0,221,1,314
5372,2024-02-04,promo,71,4,5.0,275,74,154
5373,2024-03-15,short,931681,74534,93168.0,260,5,372
5374,2024-02-06,article,456495,13695,27390.0,110,75,387
5375,2024-03-01,short,7499,0,750.0,67,26,336
5376,2024-01-29,article,6296,441,630.0,251,90,482
5377,2024-01-29,short,6872,550,344.0,101,61,313
5378,2024-03-11,short,6525,392,0.0,244,15,245
5379,2024-01-02,short,427,26,21.0,101,80,498
5380,2024-01-28,promo,908,82,18.0,85,62,250
5381,2024-01-25,promo,500,5,20.0,235,50,496
5382,2024-01-23,promo,2537,254,178.0,71,28,66
5383,2024-01-05,short,462,23,42.0,14,74,290
5384,2024-03-28,article,8475,424,424.0,200,56,186
5385,2024-01-09,short,452078,40687,31645.0,259,9,452
5386,2024-02-07,short,687715,13754,48140.0,129,80,484
5387,2024-03-30,short,9289,372,929.0,211,7,46
5388,2024-01-19,promo,3230,226,97.0,228,64,95
5389,2024-03-15,short,788,24,47.0,53,24,312
5390,2024-01-08,promo,723201,7232,36160.0,207,51,334
5391,2024-02-04,article,1583,0,111.0,13,28,420
5392,2024-03-22,short,1341,107,134.0,296,16,154
5393,2024-02-02,promo,780,62,8.0,103,63,491
5394,2024-01-27,short,2185,22,131.0,184,96,498
5395,2024-02-21,article,656,52,20.0,22,55,307
5396,2024-03-02,short,7150,72,143.0,145,11,73
5397,2024-01-16,article,855894,77030,68472.0,269,56,379
5398,2024-01-14,short,5772,346,173.0,179,59,127
5399,2024-02-25,article,3439,275,34.0,19,79,403
5400,2024-01-03,short,1503,15,15.0,255,89,343
5401,2024-03-10,short,168962,5069,3379.0,228,59,136
5402,2024-03-02,article,898,0,27.0,111,20,455
5403,2024-02-09,article,5019,201,351.0,149,86,465
5404,2024-02-01,promo,3829,115,115.0,283,28,123
5405,2024-02-09,promo,162,2,8.0,144,9,188
5406,2024-03-24,article,509956,30597,15299.0,134,33,344
5407,2024-02-18,article,568,0,57.0,250,33,459
5408,2024-03-30,promo,111,9,10.0,56,22,267
5409,2024-01-01,promo,8702,435,348.0,165,61,452
5410,2024-02-29,promo,4460,401,446.0,83,68,213
5411,2024-01-23,short,362,7,33.0,191,58,441
5412,2024-01-20,article,9386,939,563.0,229,98,26
5413,2024-01-31,article,715299,21459,35765.0,146,52,387
5414,2024-02-17,promo,1249,25,0.0,198,86,472
5415,2024-01-30,short,7420,148,74.0,5,65,315
5416,2024-02-19,promo,8026,0,161.0,217,41,389
5417,2024-01-27,short,413342,28934,16534.0,15,3,307
5418,2024-02-02,article,734,22,37.0,277,83,12
5419,2024-01-01,article,287,17,14.0,184,51,487
5420,2024-02-18,short,93576,4679,9358.0,32,71,444
5421,2024-01-16,short,4206,294,294.0,180,49,345
5422,2024-02-04,promo,699744,41985,48982.0,100,54,473
5423,2024-03-11,short,830,0,50.0,201,6,64
5424,2024-03-07,promo,635,38,57.0,34,46,351
5425,2024-02-26,article,3462,242,277.0,191,9,276
5426,2024-03-24,article,8111,649,243.0,162,64,207
5427,2024-03-04,short,1379,55,28.0,0,61,397
5428,2024-03-30,short,3160,158,63.0,185,14,13
5429,2024-02-25,short,6872,481,206.0,221,71,303
5430,2024-02-07,article,8339,834,584.0,224,43,41
5431,2024-01-28,article,2043,102,143.0,295,30,5
5432,2024-03-29,promo,4771,239,143.0,77,0,168
5433,2024-01-04,article,2850,86,28.0,295,100,334
5434,2024-03-01,promo,790148,23704,31606.0,62,40,382
5435,2024-01-29,promo,3586,323,179.0,22,61,64
5436,2024-02-13,short,6946,139,347.0,130,94,272
5437,2024-03-14,short,2779,56,250.0,241,13,260
5438,2024-02-20,short,1249,25,75.0,276,12,68
5439,2024-03-13,article,4558,365,228.0,121,69,395
5440,2024-02-14,promo,3558,285,0.0,266,83,329
5441,2024-03-27,article,9799,294,784.0,40,76,71
5442,2024-01-27,article,43229,865,3458.0,54,45,47
5443,2024-02-25,short,362652,3627,32639.0,148,69,199
5444,2024-01-30,short,5482,274,439.0,216,81,137
5445,2024-02-20,article,6032,241,181.0,78,9,328
5446,2024-02-03,article,211,0,8.0,157,65,399
5447,2024-03-23,article,8905,623,89.0,150,88,286
5448,2024-01-14,short,982283,68760,29468.0,24,58,27
5449,2024-02-19,promo,1842,0,92.0,13,75,318
5450,2024-03-27,article,510979,51098,20439.0,294,65,148
5451,2024-01-25,short,530,37,16.0,87,72,401
5452,2024-03-31,short,551197,22048,11024.0,192,1,13
5453,2024-02-20,article,3950,237,316.0,275,63,6
5454,2024-03-19,article,1065,106,11.0,193,26,200
5455,2024-02-04,promo,2724,136,163.0,287,4,445
5456,2024-02-15,promo,3292,99,132.0,38,12,114
5457,2024-03-15,promo,4937,0,296.0,60,41,262
5458,2024-02-17,short,729136,7291,36457.0,278,33,204
5459,2024-02-17,article,996,0,90.0,291,69,229
5460,2024-02-06,promo,2561,128,179.0,103,65,23
5461,2024-01-13,short,255653,15339,20452.0,89,44,153
5462,2024-02-04,promo,1629,16,114.0,248,96,134
5463,2024-01-06,short,336,20,17.0,63,54,402
5464,2024-01-23,article,880557,0,52833.0,145,68,391
5465,2024-01-16,article,223,9,16.0,226,25,86
5466,2024-02-02,article,305579,0,0.0,250,36,362
5467,2024-01-24,promo,1674,100,134.0,209,48,88
5468,2024-03-02,article,184677,7387,5540.0,73,13,214
5469,2024-02-26,short,818,8,41.0,219,12,433
5470,2024-02-10,article,5371,430,322.0,90,50,66
5471,2024-02-25,short,9050,90,90.0,30,73,330
5472,2024-01-15,article,253770,22839,15226.0,221,93,219
5473,2024-03-03,article,704344,14087,70434.0,227,35,252
5474,2024-01-12,promo,7596,0,304.0,202,18,128
5475,2024-03-19,promo,418,29,38.0,138,56,378
5476,2024-02-14,promo,740,59,37.0,163,61,252
5477,2024-03-07,article,248156,9926,12408.0,250,88,38
5478,2024-01-30,promo,232776,20950,23278.0,152,56,415
5479,2024-02-25,article,1387,55,42.0,176,12,382
5480,2024-03-22,promo,318134,19088,31813.0,257,44,496
5481,2024-01-30,promo,411039,24662,16442.0,153,52,300
5482,2024-03-17,short,7048,564,564.0,215,77,408
5483,2024-01-27,article,2891,145,173.0,215,46,488
5484,2024-03-19,short,742,59,22.0,224,0,108
5485,2024-02-08,article,4602,368,322.0,81,92,472
5486,2024-02-04,promo,8575,429,343.0,56,47,369
5487,2024-02-10,promo,8865,89,177.0,187,60,194
5488,2024-02-25,short,782769,62622,15655.0,17,60,144
5489,2024-02-06,promo,819,66,41.0,143,36,124
5490,2024-03-03,promo,8486,0,170.0,139,36,377
5491,2024-01-20,promo,98,4,0.0,159,42,448
5492,2024-01-19,article,1957,78,,195,19,280
5493,2024-03-28,promo,8644,692,778.0,249,6,226
5494,2024-02-01,promo,953077,0,95308.0,156,80,369
5495,2024-03-26,short,7844,0,78.0,88,79,241
5496,2024-03-09,article,20177,404,2018.0,32,54,444
5497,2024-03-10,short,223,11,4.0,279,57,316
5498,2024-01-07,promo,8972,0,449.0,15,71,272
5499,2024-02-27,promo,4827,338,193.0,76,40,427
5500,2024-01-13,article,9551,191,382.0,282,90,133
5501,2024-02-07,short,402922,40292,12088.0,270,89,290
5502,2024-01-08,short,1482,30,59.0,238,8,204
5503,2024-01-21,short,841888,50513,84189.0,234,96,243
5504,2024-01-06,short,1771,18,18.0,251,37,176
5505,2024-01-03,promo,7915,79,0.0,120,35,354
5506,2024-03-02,short,904,63,18.0,193,61,131
5507,2024-01-05,article,7031,141,70.0,153,16,366
5508,2024-02-07,article,563,56,23.0,248,5,459
5509,2024-03-23,promo,949,85,19.0,272,4,415
5510,2024-01-16,article,3811,114,267.0,72,54,449
5511,2024-02-06,article,9022,271,0.0,121,10,114
5512,2024-01-16,short,159740,7987,4792.0,214,71,209
5513,2024-03-02,short,5330,213,480.0,52,97,397
5514,2024-03-27,short,9474,853,853.0,42,36,184
5515,2024-02-16,promo,5794,406,348.0,233,92,74
5516,2024-03-21,promo,1399,84,70.0,68,17,264
5517,2024-03-20,article,58,4,1.0,89,58,225
5518,2024-03-04,article,3891,350,156.0,297,28,451
5519,2024-03-19,promo,141,3,1.0,84,56,192
5520,2024-01-27,short,2763,111,221.0,114,43,295
5521,2024-03-12,article,4900,343,441.0,265,20,464
5522,2024-01-13,short,9954,597,100.0,289,15,395
5523,2024-02-18,article,3409,205,273.0,202,20,302
5524,2024-02-20,short,852252,59658,76703.0,243,11,13
5525,2024-01-15,article,3603,252,36.0,194,30,256
5526,2024-03-01,article,2784,111,111.0,244,69,321
5527,2024-02-03,promo,3759,188,113.0,159,48,361
5528,2024-01-20,article,889880,44494,17798.0,299,36,171
5529,2024-01-29,short,3582,358,287.0,83,48,158
5530,2024-02-24,promo,2830,57,0.0,128,9,479
5531,2024-03-12,article,4782,239,0.0,138,80,181
5532,2024-01-15,short,7153,72,358.0,137,79,389
5533,2024-03-11,short,141670,12750,12750.0,235,79,485
5534,2024-01-09,promo,5939,356,119.0,179,67,179
5535,2024-03-14,promo,1113,67,11.0,137,96,410
5536,2024-01-20,short,295,12,27.0,143,55,0
5537,2024-01-22,promo,54,1,4.0,24,87,241
5538,2024-02-23,article,419,13,42.0,52,24,6
5539,2024-03-19,promo,5395,486,162.0,276,13,63
5540,2024-03-14,article,5525,387,166.0,79,65,27
5541,2024-02-27,promo,466474,32653,18659.0,35,9,234
5542,2024-01-16,promo,4530,272,136.0,33,36,238
5543,2024-02-03,promo,760,38,76.0,7,21,64
5544,2024-01-20,promo,374,11,11.0,242,89,292
5545,2024-01-04,article,1469,118,15.0,28,35,212
5546,2024-01-03,promo,2787,28,251.0,174,51,52
5547,2024-03-20,article,255709,17900,15343.0,296,78,354
5548,2024-03-01,short,993227,39729,79458.0,210,90,418
5549,2024-03-13,short,6598,264,330.0,164,11,470
5550,2024-03-21,short,351,28,14.0,259,28,182
5551,2024-01-15,short,9238,647,924.0,11,97,232
5552,2024-02-20,promo,1350,95,122.0,183,66,83
5553,2024-03-03,promo,824,33,58.0,169,19,124
5554,2024-02-01,promo,1540,31,139.0,183,38,418
5555,2024-02-07,short,103862,3116,7270.0,16,19,23
5556,2024-02-24,article,95420,1908,7634.0,293,24,167
5557,2024-01-31,promo,1903,0,19.0,176,58,247
5558,2024-02-03,article,227,11,16.0,3,96,307
5559,2024-01-08,article,233800,23380,16366.0,15,79,234
5560,2024-03-08,promo,8273,248,827.0,222,62,358
5561,2024-03-17,short,8647,173,605.0,228,4,294
5562,2024-01-13,promo,2669,27,214.0,37,44,147
5563,2024-01-19,short,6163,555,62.0,121,29,62
5564,2024-03-02,short,3767,151,188.0,131,7,107
5565,2024-03-04,short,9107,455,729.0,172,19,418
5566,2024-02-28,promo,650,32,13.0,173,38,346
5567,2024-01-10,promo,970,0,29.0,13,31,416
5568,2024-02-10,article,8069,726,484.0,199,24,220
5569,2024-01-26,promo,8098,810,486.0,110,38,217
5570,2024-01-27,short,9099,364,364.0,62,50,200
5571,2024-02-27,promo,690096,69010,62109.0,59,34,8
5572,2024-03-27,promo,3136,282,188.0,249,45,450
5573,2024-01-13,short,7308,146,146.0,235,19,499
5574,2024-03-05,promo,2150,108,86.0,282,62,436
5575,2024-03-14,promo,1032,41,83.0,95,56,304
5576,2024-01-16,article,784846,31394,70636.0,161,46,347
5577,2024-02-03,article,1264,76,38.0,259,29,438
5578,2024-01-04,short,4110,164,370.0,114,6,488
5579,2024-02-06,article,798677,15974,0.0,116,65,179
5580,2024-01-24,short,473,47,47.0,241,22,412
5581,2024-03-27,article,7815,78,234.0,6,92,3
5582,2024-01-29,article,8903,89,356.0,115,71,252
5583,2024-02-19,article,649,32,0.0,84,2,206
5584,2024-01-12,short,3508,105,210.0,269,90,115
5585,2024-01-06,promo,837,25,8.0,226,2,250
5586,2024-01-06,promo,5875,176,176.0,15,48,381
5587,2024-01-05,short,87,3,6.0,234,84,21
5588,2024-01-11,short,6796,408,612.0,262,87,492
5589,2024-02-05,promo,643753,51500,51500.0,172,92,302
5590,2024-03-27,promo,743,30,67.0,223,97,316
5591,2024-02-08,short,168,5,8.0,125,49,133
5592,2024-01-25,promo,291,17,15.0,148,11,136
5593,2024-03-17,short,4984,349,349.0,227,74,275
5594,2024-03-09,article,4000,160,320.0,225,16,232
5595,2024-03-28,promo,3062,153,153.0,118,43,54
5596,2024-03-12,article,1757,35,88.0,66,25,15
5597,2024-03-26,short,280529,19637,28053.0,47,10,334
5598,2024-03-11,short,359327,32339,35933.0,63,36,404
5599,2024-02-10,article,187375,14990,18738.0,138,88,143
5600,2024-03-24,article,664,40,0.0,150,31,88
5601,2024-03-07,promo,961,58,0.0,187,80,478
5602,2024-03-08,short,3397,238,340.0,254,65,330
5603,2024-03-20,short,4953,446,297.0,173,51,197
5604,2024-01-20,short,573,46,40.0,299,29,66
5605,2024-01-30,short,421,29,25.0,158,63,246
5606,2024-02-18,article,3468,0,104.0,30,42,325
5607,2024-03-12,promo,702,14,0.0,98,62,210
5608,2024-01-17,article,6820,68,409.0,241,94,220
5609,2024-03-30,promo,175,10,10.0,62,68,7
5610,2024-02-11,short,7194,719,72.0,160,66,165
5611,2024-03-23,short,9904,0,594.0,83,61,422
5612,2024-03-07,article,9729,195,389.0,131,86,302
5613,2024-01-20,promo,3613,289,72.0,124,97,135
5614,2024-01-05,promo,7071,283,283.0,112,39,174
5615,2024-01-13,article,846711,33868,0.0,131,29,182
5616,2024-02-12,article,914057,36562,18281.0,215,23,60
5617,2024-03-31,article,284,3,6.0,94,45,344
5618,2024-01-06,article,165,10,12.0,216,26,403
5619,2024-03-04,short,4470,0,358.0,46,5,53
5620,2024-02-13,article,2102,126,21.0,185,70,267
5621,2024-02-23,article,588,41,29.0,223,26,105
5622,2024-01-18,article,1294,39,129.0,113,64,211
5623,2024-01-27,short,629,57,38.0,86,81,27
5624,2024-03-15,short,3933,236,79.0,299,0,463
5625,2024-02-21,article,1833,37,18.0,284,76,170
5626,2024-03-24,short,790,55,24.0,147,16,5
5627,2024-02-04,article,849,42,59.0,22,38,271
5628,2024-02-03,article,678255,47478,67826.0,153,69,0
5629,2024-01-04,article,368,29,29.0,159,14,18
5630,2024-02-20,promo,566,40,45.0,147,48,391
5631,2024-01-03,promo,7461,298,671.0,247,84,198
5632,2024-03-09,short,168897,5067,0.0,16,78,363
5633,2024-02-04,short,9489,474,854.0,174,1,333
5634,2024-03-25,article,2753,138,28.0,273,51,420
5635,2024-02-25,article,545,16,16.0,289,29,222
5636,2024-01-29,article,147579,7379,2952.0,17,58,396
5637,2024-02-29,article,4159,0,42.0,119,90,25
5638,2024-02-02,short,4905,441,147.0,294,16,110
5639,2024-02-19,article,104,9,3.0,15,26,377
5640,2024-02-23,short,5055,152,202.0,290,73,325
5641,2024-03-01,article,972931,29188,97293.0,251,94,319
5642,2024-03-22,short,862,69,17.0,276,87,219
5643,2024-03-26,short,3564,143,143.0,209,21,254
5644,2024-03-06,article,377079,3771,22625.0,287,57,198
5645,2024-01-15,short,417,17,38.0,268,62,458
5646,2024-03-06,short,9623,866,577.0,121,51,267
5647,2024-01-02,short,274,3,11.0,182,41,221
5648,2024-01-25,promo,431921,12958,4319.0,101,87,202
5649,2024-03-27,short,3095,93,31.0,43,34,319
5650,2024-02-23,article,4222,0,127.0,256,63,203
5651,2024-01-17,short,429,34,9.0,94,1,496
5652,2024-02-11,promo,838,50,67.0,15,43,212
5653,2024-03-29,short,2031,0,61.0,136,72,20
5654,2024-01-20,promo,870,26,61.0,220,3,229
5655,2024-02-18,article,124,0,1.0,262,65,330
5656,2024-02-24,promo,657,66,59.0,192,65,117
5657,2024-03-18,short,879964,26399,0.0,280,64,232
5658,2024-03-10,article,416,25,21.0,262,86,450
5659,2024-02-17,promo,2734,109,55.0,293,51,82
5660,2024-03-29,short,494,44,35.0,157,10,273
5661,2024-03-18,short,2054,0,82.0,11,40,312
5662,2024-03-05,promo,2838,284,142.0,11,18,49
5663,2024-02-23,short,614467,18434,30723.0,109,57,253
5664,2024-03-10,article,718,57,36.0,37,5,438
5665,2024-03-03,article,329215,29629,29629.0,263,59,302
5666,2024-03-09,promo,97,0,1.0,179,84,287
5667,2024-02-28,promo,2045,102,184.0,157,97,279
5668,2024-03-12,short,790439,63235,79044.0,166,0,245
5669,2024-01-11,promo,9247,647,740.0,152,15,255
5670,2024-01-11,article,9937,99,298.0,209,10,233
5671,2024-03-27,article,1685,0,51.0,299,14,479
5672,2024-03-06,promo,3128,63,63.0,161,100,65
5673,2024-02-15,article,5638,451,451.0,116,11,450
5674,2024-03-23,promo,3675,220,220.0,39,59,191
5675,2024-02-08,promo,6240,624,374.0,33,36,229
5676,2024-03-31,short,994,40,10.0,188,3,199
5677,2024-01-19,promo,723407,7234,50638.0,43,93,71
5678,2024-03-17,article,9809,883,687.0,13,60,280
5679,2024-03-06,promo,5517,221,276.0,297,85,63
5680,2024-01-07,promo,5818,407,349.0,104,7,277
5681,2024-02-10,promo,4636,464,464.0,284,28,410
5682,2024-01-08,article,3282,0,197.0,282,28,9
5683,2024-02-20,promo,6264,0,0.0,24,59,340
5684,2024-02-07,promo,3600,216,0.0,142,74,230
5685,2024-03-12,article,45615,4105,4105.0,201,75,188
5686,2024-01-29,promo,1357,41,41.0,235,42,199
5687,2024-02-14,promo,124,6,5.0,274,26,206
5688,2024-01-27,article,3691,111,295.0,259,59,170
5689,2024-02-07,promo,2803,196,280.0,213,85,453
5690,2024-02-21,article,577,52,6.0,75,2,246
5691,2024-01-26,short,4433,399,0.0,135,44,376
5692,2024-01-07,article,763555,53449,30542.0,184,52,202
5693,2024-01-14,short,1160,23,116.0,41,35,408
5694,2024-03-27,promo,999,80,0.0,38,2,319
5695,2024-01-29,promo,8123,0,487.0,275,49,142
5696,2024-02-10,article,586186,11724,17586.0,165,22,383
5697,2024-03-11,article,766060,22982,38303.0,211,55,56
5698,2024-02-01,promo,747,30,60.0,230,77,246
